Iterazione,Tutor ID,Capacità Massima,Ore Assegnate,Percentuale Utilizzo
27,26,2,2.0,100.0
27,27,3,3.0,100.0
27,28,5,5.0,100.0
27,29,5,5.0,100.0
27,30,3,0.0,0.0
27,31,6,6.0,100.0
27,32,6,6.0,100.0
27,33,5,0.0,0.0
27,34,7,7.0,100.0
27,35,4,2.0,50.0
27,36,10,10.0,100.0
27,37,4,4.0,100.0
27,38,6,3.0,50.0
27,39,1,1.0,100.0
28,0,9,6.0,66.66666666666666
28,1,6,6.0,100.0
28,2,3,3.0,100.0
28,3,4,0.0,0.0
28,4,2,1.0,50.0
28,5,4,4.0,100.0
28,6,2,2.0,100.0
28,7,1,1.0,100.0
28,8,3,3.0,100.0
28,9,8,0.0,0.0
28,10,2,2.0,100.0
28,11,10,10.0,100.0
28,12,3,3.0,100.0
28,13,4,0.0,0.0
28,14,3,3.0,100.0
28,15,4,4.0,100.0
28,16,4,4.0,100.0
28,17,4,4.0,100.0
28,18,2,2.0,100.0
28,19,3,3.0,100.0
28,20,3,3.0,100.0
28,21,2,2.0,100.0
28,22,3,3.0,100.0
28,23,2,2.0,100.0
28,24,2,0.0,0.0
28,25,5,0.0,0.0
28,26,2,2.0,100.0
28,27,3,3.0,100.0
28,28,5,5.0,100.0
28,29,5,5.0,100.0
28,30,3,0.0,0.0
28,31,6,6.0,100.0
28,32,6,6.0,100.0
28,33,5,0.0,0.0
28,34,7,7.0,100.0
28,35,4,2.0,50.0
28,36,10,10.0,100.0
28,37,4,4.0,100.0
28,38,6,3.0,50.0
28,39,1,1.0,100.0
29,0,9,6.0,66.66666666666666
29,1,6,6.0,100.0
29,2,3,3.0,100.0
29,3,4,4.0,100.0
29,4,2,2.0,100.0
29,5,4,3.0,75.0
29,6,2,1.0,50.0
29,7,1,1.0,100.0
29,8,3,3.0,100.0
29,9,8,8.0,100.0
29,10,2,2.0,100.0
29,11,10,3.0,30.0
29,12,3,3.0,100.0
29,13,4,0.0,0.0
29,14,3,3.0,100.0
29,15,4,4.0,100.0
29,16,4,4.0,100.0
29,17,4,4.0,100.0
29,18,2,2.0,100.0
29,19,3,3.0,100.0
29,20,3,3.0,100.0
29,21,2,2.0,100.0
29,22,3,3.0,100.0
29,23,2,2.0,100.0
29,24,2,2.0,100.0
29,25,5,0.0,0.0
29,26,2,2.0,100.0
29,27,3,3.0,100.0
29,28,5,5.0,100.0
29,29,5,5.0,100.0
29,30,3,0.0,0.0
29,31,6,6.0,100.0
29,32,6,6.0,100.0
29,33,5,0.0,0.0
29,34,7,7.0,100.0
29,35,4,4.0,100.0
29,36,10,10.0,100.0
29,37,4,4.0,100.0
29,38,6,3.0,50.0
29,39,1,1.0,100.0
30,0,9,9.0,100.0
30,1,6,6.0,100.0
30,2,3,3.0,100.0
30,3,4,0.0,0.0
30,4,2,1.0,50.0
30,5,4,3.0,75.0
30,6,2,0.0,0.0
30,7,1,1.0,100.0
30,8,3,3.0,100.0
30,9,8,0.0,0.0
30,10,2,2.0,100.0
30,11,10,5.0,50.0
30,12,3,3.0,100.0
30,13,4,0.0,0.0
30,14,3,3.0,100.0
30,15,4,4.0,100.0
30,16,4,4.0,100.0
30,17,4,4.0,100.0
30,18,2,2.0,100.0
30,19,3,3.0,100.0
30,20,3,0.0,0.0
30,21,2,2.0,100.0
30,22,3,3.0,100.0
30,23,2,2.0,100.0
30,24,2,2.0,100.0
30,25,5,0.0,0.0
30,26,2,2.0,100.0
30,27,3,3.0,100.0
30,28,5,5.0,100.0
30,29,5,5.0,100.0
30,30,3,0.0,0.0
30,31,6,6.0,100.0
30,32,6,6.0,100.0
30,33,5,0.0,0.0
30,34,7,7.0,100.0
30,35,4,3.9999999947021014,99.99999986755253
30,36,10,10.0,100.0
30,37,4,4.0,100.0
30,38,6,0.0,0.0
30,39,1,1.0,100.0
